longitude,latitude,score
129.175,28.075,-0.237652865364722
129.225,28.075,-0.245337413159036
129.275,28.075,-0.257096770386523
129.325,28.075,-0.271150110615091
129.375,28.075,-0.265248632339314
129.425,28.075,-0.255845115583502
-177.425,28.025,-0.159956914518571
-177.275,28.025,-0.173942310708389
33.375,28.025,-0.108577922708648
33.425,28.025,-0.120045094040604
33.475,28.025,-0.136103633550564
33.725,28.025,-0.127958449895989
34.475,28.025,-0.0832929211857358
34.525,28.025,-0.0858753667755721
34.575,28.025,-0.100879248373624
34.625,28.025,-0.108736113196129
34.675,28.025,-0.145473037492742
34.775,28.025,-0.230162669297796
34.825,28.025,-0.236450137713854
34.975,28.025,-0.325928935311235
35.025,28.025,-0.359808833178817
35.125,28.025,-0.371448803186833
35.175,28.025,-0.357156574209497
35.225,28.025,-0.326872969490931
48.775,28.025,-0.183070329598422
48.825,28.025,-0.1858500495429
129.125,28.025,-0.243736707330717
129.175,28.025,-0.240699871784393
129.225,28.025,-0.251339377573238
129.275,28.025,-0.259595181573086
129.325,28.025,-0.27572820352011
-175.825,27.975,-0.190739236735966
-175.775,27.975,-0.190672076763931
-175.725,27.975,-0.181176570680826
33.425,27.975,-0.115517339552516
33.475,27.975,-0.124595829998758
33.525,27.975,-0.123395611084772
33.725,27.975,-0.133237730222175
33.775,27.975,-0.131039157684155
33.825,27.975,-0.129180564649414
34.425,27.975,-0.0725272765774966
34.475,27.975,-0.10418069469419
34.525,27.975,-0.104958213598178
34.575,27.975,-0.118201624300804
34.625,27.975,-0.133597297245667
34.675,27.975,-0.162487233542795
34.725,27.975,-0.199102672116691
34.775,27.975,-0.220681155382209
34.825,27.975,-0.230060156494019
34.875,27.975,-0.238856763988205
34.925,27.975,-0.265638925669024
35.025,27.975,-0.319883582060244
35.175,27.975,-0.308626161922926
35.225,27.975,-0.274014676697266
50.175,27.975,-0.147295235807708
121.225,27.975,-0.237321452421162
129.125,27.975,-0.246489461518916
129.175,27.975,-0.249325785377077
129.225,27.975,-0.260784015267178
129.275,27.975,-0.262549552619316
129.325,27.975,-0.274418645308375
-176.175,27.925,-0.194743179618199
-175.925,27.925,-0.204534893318953
-175.875,27.925,-0.197790330780088
-175.825,27.925,-0.1896900124183
-175.775,27.925,-0.18263728231345
-175.725,27.925,-0.178744255805598
-93.625,27.925,-0.110289829399818
-93.575,27.925,-0.113240767436254
33.525,27.925,-0.112286428733917
33.575,27.925,-0.125233556319472
33.825,27.925,-0.131290880536341
33.875,27.925,-0.134513839078222
34.375,27.925,-0.0932740702331895
34.475,27.925,-0.115100754156772
34.525,27.925,-0.113764248239857
34.575,27.925,-0.124638340422037
34.625,27.925,-0.13966610074594
34.675,27.925,-0.162263618882621
34.725,27.925,-0.186704001352872
34.775,27.925,-0.200741267800296
34.925,27.925,-0.216810330666394
35.075,27.925,-0.267933954007605
35.275,27.925,-0.213250751201578
49.675,27.925,-0.151780799187418
121.225,27.925,-0.241964706897745
-175.975,27.875,-0.196509721734139
-175.925,27.875,-0.202260492995624
-175.875,27.875,-0.196341849778391
-175.825,27.875,-0.187310874187275
-175.775,27.875,-0.179915534415709
-175.725,27.875,-0.174306904856236
-93.825,27.875,-0.113251770311181
33.525,27.875,-0.10058312915085
33.575,27.875,-0.109364696706141
33.825,27.875,-0.129204293556759
33.875,27.875,-0.127826439114527
33.925,27.875,-0.125335587239345
33.975,27.875,-0.118015071078276
34.325,27.875,-0.107385833354709
34.375,27.875,-0.104770841292462
34.725,27.875,-0.173145714983163
35.075,27.875,-0.201753403663561
35.275,27.875,-0.189166087822684
35.325,27.875,-0.18039237127479
121.175,27.875,-0.240073890916173
121.225,27.875,-0.249430948130754
128.225,27.875,-0.273700849592411
128.875,27.875,-0.218367229296343
128.925,27.875,-0.221699871937639
128.975,27.875,-0.221309351557854
-176.025,27.825,-0.18992509058779
-175.975,27.825,-0.190725822705544
-175.925,27.825,-0.188470509618833
-175.875,27.825,-0.181897090371139
-175.825,27.825,-0.168500128662741
-175.775,27.825,-0.172342806800935
-175.725,27.825,-0.168536498269205
-48.975,27.825,-0.0860915069352672
33.575,27.825,-0.079352481804465
33.625,27.825,-0.0944226719256468
33.675,27.825,-0.107722058520204
33.825,27.825,-0.128433437322626
33.875,27.825,-0.1281514452443
33.925,27.825,-0.122828890845514
33.975,27.825,-0.152124295960881
34.025,27.825,-0.156819813198311
34.275,27.825,-0.132735854895441
34.325,27.825,-0.14031064427267
35.075,27.825,-0.172637420869406
35.125,27.825,-0.176027447854605
35.175,27.825,-0.178354426856086
35.225,27.825,-0.176694976513238
35.275,27.825,-0.172524843875679
35.325,27.825,-0.163590263166408
51.675,27.825,0.0100963413616349
51.875,27.825,0.0167191109404931
121.175,27.825,-0.253795250577324
121.225,27.825,-0.270660948006736
121.275,27.825,-0.274957505106797
128.875,27.825,-0.206634559187261
128.975,27.825,-0.214522978354429
129.025,27.825,-0.219206414123256
-176.025,27.775,-0.181717184341737
-175.975,27.775,-0.179164739737446
-175.925,27.775,-0.169680405275496
-175.875,27.775,-0.167545066697652
-175.825,27.775,-0.159293103396087
-175.775,27.775,-0.167055438499998
-110.925,27.775,-0.211388382360599
33.475,27.775,-0.0300199223893736
33.525,27.775,-0.0385336763345723
33.575,27.775,-0.053833249364157
33.625,27.775,-0.066189676213764
33.675,27.775,-0.087352555918057
33.725,27.775,-0.118138440331093
33.875,27.775,-0.134811322786663
33.925,27.775,-0.127649158923549
33.975,27.775,-0.145061676889785
34.025,27.775,-0.143942926612536
34.075,27.775,-0.145403748222525
34.125,27.775,-0.149232299418846
34.175,27.775,-0.155113598182033
34.225,27.775,-0.144411521412832
34.275,27.775,-0.137518589974539
35.125,27.775,-0.157638122429556
35.175,27.775,-0.158562952187742
35.225,27.775,-0.161242328144937
35.275,27.775,-0.160376799983176
35.375,27.775,-0.151058568945645
35.425,27.775,-0.132469354001307
50.175,27.775,-0.130366669320306
128.875,27.775,-0.203149339709301
129.025,27.775,-0.230433622837778
129.075,27.775,-0.238136580790234
33.525,27.725,-0.0269225973824321
33.575,27.725,-0.0290805107822703
33.625,27.725,-0.0506972411745675
33.675,27.725,-0.0710809072826548
33.725,27.725,-0.104372311914051
33.775,27.725,-0.129744439919253
34.075,27.725,-0.134720486502493
34.125,27.725,-0.141394503703372
34.175,27.725,-0.146451821809992
34.225,27.725,-0.141762515549834
34.275,27.725,-0.13934816092163
35.275,27.725,-0.145490635983163
35.425,27.725,-0.130428725738128
49.825,27.725,-0.114954896252467
52.125,27.725,0.057869243959963
121.125,27.725,-0.277904611194594
128.875,27.725,-0.202665627646155
129.025,27.725,-0.235522016644265
33.525,27.675,-0.00604908317242283
33.575,27.675,-0.018714619297189
33.625,27.675,-0.0408547365282821
33.675,27.675,-0.0607748441962751
33.725,27.675,-0.0882406663735492
33.775,27.675,-0.121716757713314
33.825,27.675,-0.149519527733349
35.225,27.675,-0.152313543833746
35.275,27.675,-0.139346205305992
35.325,27.675,-0.14062206668332
35.375,27.675,-0.138692691654532
35.425,27.675,-0.130352336300905
35.475,27.675,-0.131470381878501
49.025,27.675,-0.129988986293852
49.075,27.675,-0.136005209584162
49.825,27.675,-0.101211092875152
52.175,27.675,0.0545497309497449
52.225,27.675,0.0295176990916133
52.275,27.675,0.0292830184412881
52.325,27.675,0.0293461981761761
120.925,27.675,-0.260857006780914
120.975,27.675,-0.260447559342491
121.025,27.675,-0.267118273392803
121.075,27.675,-0.275371619741379
121.175,27.675,-0.291975460912707
121.225,27.675,-0.294232958052574
128.625,27.675,-0.212044339516316
128.875,27.675,-0.22066013631761
128.925,27.675,-0.224894519027199
128.975,27.675,-0.236456647848925
129.025,27.675,-0.250503174726967
33.525,27.625,-0.00873360999179162
33.575,27.625,-0.0215156181175277
33.625,27.625,-0.0416213944748109
33.675,27.625,-0.0586134846496671
33.725,27.625,-0.0800441404132967
33.775,27.625,-0.121531572743594
33.825,27.625,-0.149057372695427
33.875,27.625,-0.16142824534981
35.275,27.625,-0.138908182210071
35.325,27.625,-0.137633357960133
35.375,27.625,-0.137725598500026
35.425,27.625,-0.127281917599076
35.475,27.625,-0.130731816639805
49.825,27.625,-0.0957469435960196
52.325,27.625,0.0313917662033591
52.375,27.625,0.0433230329539489
52.425,27.625,0.0441229953593488
120.975,27.625,-0.286554773026563
121.025,27.625,-0.292181936983132
121.075,27.625,-0.294349479101314
121.175,27.625,-0.291323958867364
121.225,27.625,-0.295798922951543
128.925,27.625,-0.24009390543549
128.975,27.625,-0.243970742691262
33.525,27.575,-0.0103960549302136
33.575,27.575,-0.0200414068044777
33.625,27.575,-0.0392691633138416
33.675,27.575,-0.0546546580864107
33.725,27.575,-0.075371416415415
33.775,27.575,-0.0958543464648218
33.825,27.575,-0.135296681140003
33.875,27.575,-0.149544150591935
33.925,27.575,-0.14757449303033
35.275,27.575,-0.142823519839636
35.325,27.575,-0.139465621313409
35.375,27.575,-0.137718538997948
35.425,27.575,-0.124651044953736
35.475,27.575,-0.123996499722158
35.525,27.575,-0.122296157359961
49.075,27.575,-0.105343817114365
52.475,27.575,0.0553067353312704
52.525,27.575,0.0571915698692048
-79.975,27.525,-0.127342441303995
33.575,27.525,-0.0325388819195535
33.625,27.525,-0.047730712633894
33.725,27.525,-0.0841639659515873
33.775,27.525,-0.0971843720297952
33.825,27.525,-0.129203361153862
33.875,27.525,-0.141017468741887
33.925,27.525,-0.14075548632177
33.975,27.525,-0.158798427120885
35.425,27.525,-0.137010025149208
35.475,27.525,-0.131008801583613
35.525,27.525,-0.127668031302259
49.075,27.525,-0.0946815743505138
52.525,27.525,0.0584937002625683
33.625,27.475,-0.0667219547624709
33.675,27.475,-0.0850406159960917
33.725,27.475,-0.0934182558495003
33.775,27.475,-0.097456957932199
33.825,27.475,-0.123111975255035
33.925,27.475,-0.132138816746608
33.975,27.475,-0.161667900540362
34.025,27.475,-0.167657258652567
35.575,27.475,-0.116795360581481
52.575,27.475,0.0601874128386388
52.625,27.475,0.0619123197931708
33.625,27.425,-0.0838194391096642
33.675,27.425,-0.0955326606799469
33.725,27.425,-0.10291971631191
33.775,27.425,-0.10467789264326
33.825,27.425,-0.129284092462837
33.875,27.425,-0.129189660270059
34.025,27.425,-0.178232139302482
35.525,27.425,-0.118527623475684
35.575,27.425,-0.110189601321116
49.325,27.425,-0.111870395856773
52.575,27.425,0.0613694390932782
52.625,27.425,0.0623049315265847
121.025,27.425,-0.32243879151191
121.075,27.425,-0.313825626444786
128.625,27.425,-0.220546059196216
128.675,27.425,-0.222338431114482
-80.275,27.375,0.000498065438811118
-78.625,27.375,0.0416860393815411
-78.575,27.375,0.039974099541475
33.675,27.375,-0.106569363926705
33.725,27.375,-0.11340947158424
33.775,27.375,-0.119522975008083
33.825,27.375,-0.145320278319531
33.875,27.375,-0.145753717423167
33.925,27.375,-0.161376385575071
35.625,27.375,-0.0957174883686055
49.325,27.375,-0.109090411005912
49.375,27.375,-0.113686454050297
49.475,27.375,-0.11252780566745
49.525,27.375,-0.105562543619944
49.575,27.375,-0.098275907152467
49.825,27.375,-0.0749334628063866
49.875,27.375,-0.0745344212350144
49.925,27.375,-0.0820817594022758
52.575,27.375,0.0449769464737189
52.625,27.375,0.0451590091416377
120.625,27.375,-0.38139121749136
120.675,27.375,-0.379805711364679
128.525,27.375,-0.216234655193518
128.675,27.375,-0.217546883572298
-78.675,27.325,0.0278186816870939
-78.625,27.325,0.0308020327116045
-78.575,27.325,0.0335664675872301
-78.525,27.325,0.0352269094084691
-78.475,27.325,0.0369547624342597
-78.425,27.325,0.0392557811433149
33.675,27.325,-0.110491520166695
33.725,27.325,-0.108225447594358
33.775,27.325,-0.109330449978442
33.825,27.325,-0.137241455968489
33.875,27.325,-0.140482485360173
33.925,27.325,-0.157981281097568
33.975,27.325,-0.175286574242718
35.625,27.325,-0.0929909291623341
35.675,27.325,-0.0874405316743862
35.725,27.325,-0.085593888182478
49.325,27.325,-0.104024834827458
49.425,27.325,-0.115426408281486
49.475,27.325,-0.111743426531812
49.525,27.325,-0.107377525801056
52.625,27.325,0.0446280845977185
120.625,27.325,-0.366786959397064
120.675,27.325,-0.364530273112737
128.525,27.325,-0.213381902613098
128.575,27.325,-0.210842216763335
